Synonyms	EC_Number	Recommended_name
Group VI phospholipase A2	3.1.1.4	phospholipase A2
GVI PLA2	3.1.1.4	phospholipase A2
GXII sPLA2	3.1.1.4	phospholipase A2
GXIII sPLA2	3.1.1.4	phospholipase A2
MP-III 4R	3.1.1.4	phospholipase A2
Muscarinic inhibitor	3.1.1.4	phospholipase A2
NAJPLA-2A	3.1.1.4	phospholipase A2
NAJPLA-2B	3.1.1.4	phospholipase A2
NAJPLA-2C	3.1.1.4	phospholipase A2
Nigexine	3.1.1.4	phospholipase A2
Notechis 11'2	3.1.1.4	phospholipase A2
Notexin	3.1.1.4	phospholipase A2
NPS-PLA2	3.1.1.4	phospholipase A2
OHV A-PLA2	3.1.1.4	phospholipase A2
OHV-APLA2	3.1.1.4	phospholipase A2
pgPLA 1a/pgPLA 2a	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GIIC	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GIID	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GIIE	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GIIF	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GIII	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GX	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GXII	3.1.1.4	phospholipase A2
Phosphatidylcholine 2-acylhydrolase GXIII	3.1.1.4	phospholipase A2
Phospholipase A2 inhibitor	3.1.1.4	phospholipase A2
pkP5	3.1.1.4	phospholipase A2
PLA2-10	3.1.1.4	phospholipase A2
PLA2-VI	3.1.1.4	phospholipase A2
PLA2-VII	3.1.1.4	phospholipase A2
PLA2IID	3.1.1.4	phospholipase A2
Pt-PLA1	3.1.1.4	phospholipase A2
Pt-PLA2	3.1.1.4	phospholipase A2
Secretory-type PLA, stroma-associated homolog	3.1.1.4	phospholipase A2
sPLA	3.1.1.4	phospholipase A2
sPLA	3.1.1.4	phospholipase A2
sPLA	3.1.1.4	phospholipase A2
TMV-K49	3.1.1.4	phospholipase A2
Toxin VI	3.1.1.4	phospholipase A2
Toxin VI:5	3.1.1.4	phospholipase A2
group IB PLA2	3.1.1.4	phospholipase A2
secretory	3.1.1.4	phospholipase A2
1,6,8,9,10,11,16,20,21,25,28,29,30,31,33,38,42,43,44,48,50,57,58,59,64	3.1.1.4	phospholipase A2
sPLA2	3.1.1.4	phospholipase A2
platelet-activating factor acetylhydrolase	3.1.1.4	phospholipase A2
IB PLA2	3.1.1.4	phospholipase A2
sPLA2 GIB	3.1.1.4	phospholipase A2
pancreatic phospholipase A2	3.1.1.4	phospholipase A2
secretory phospholipase A2 type IB	3.1.1.4	phospholipase A2
sPLA2 IB	3.1.1.4	phospholipase A2
Lys49-phospholipase A2 homologue	3.1.1.4	phospholipase A2
Lys49-PLA2	3.1.1.4	phospholipase A2
PrTX-1	3.1.1.4	phospholipase A2
RVV-7	3.1.1.4	phospholipase A2
CTX	3.1.1.4	phospholipase A2
BinTx-I	3.1.1.4	phospholipase A2
BinTx-II	3.1.1.4	phospholipase A2
Asp49 PLA2	3.1.1.4	phospholipase A2
secretory PLA2s	3.1.1.4	phospholipase A2
Cdt PLA2	3.1.1.4	phospholipase A2
Cro	3.1.1.4	phospholipase A2
crotapotin	3.1.1.4	phospholipase A2
myotoxic Asp49-phospholipase A2	3.1.1.4	phospholipase A2
Asp49-PLA2	3.1.1.4	phospholipase A2
megacin A-216	3.1.1.4	phospholipase A2
marine snail digestive phospholipase A2	3.1.1.4	phospholipase A2
mSDPL	3.1.1.4	phospholipase A2
GIIA sPLA2	3.1.1.4	phospholipase A2
group IA PLA2	3.1.1.4	phospholipase A2
group III sPLA2	3.1.1.4	phospholipase A2
GIIIsPLA2	3.1.1.4	phospholipase A2
PLA2 CM2	3.1.1.4	phospholipase A2
class XIB phospholipase A2	3.1.1.4	phospholipase A2
acidic Asp49 phospholipase A2	3.1.1.4	phospholipase A2
group II snake venom phospholipase A2	3.1.1.4	phospholipase A2
svPLA2	3.1.1.4	phospholipase A2
Scol/Pla	3.1.1.4	phospholipase A2
sPLA2-IB	3.1.1.4	phospholipase A2
pancreatic-type PLA2	3.1.1.4	phospholipase A2
myotoxic phospholipase A2	3.1.1.4	phospholipase A2
TX-I	3.1.1.4	phospholipase A2
group III Glu62-phospholipase A2	3.1.1.4	phospholipase A2
sPLA2:	3.1.1.4	phospholipase A2
patatin	3.1.1.4	phospholipase A2
PLA2III	3.1.1.4	phospholipase A2
PLA2G2D	3.1.1.4	phospholipase A2
group IID secretory phospholipase A2	3.1.1.4	phospholipase A2
secretory phospholipase A2-alpha	3.1.1.4	phospholipase A2
AtsPLA2-alpha	3.1.1.4	phospholipase A2
ExoU	3.1.1.4	phospholipase A2
